条件,指标,n运动员,n高心率,n低心率,Kruskal_H,原始p,p原因,标注
,平均充气次数,24,22,22,0.234442178470288,0.8893885371935194,,不显著
,爆炸率,24,22,22,1.0402104842803723,0.5944579826476534,,不显著
,兑现率,24,22,22,1.0402104842803437,0.5944579826476619,,不显著
,总得分,24,22,22,0.9956431619295698,0.6078533778412869,,不显著
,平均trial时长(ms),24,22,22,1.2108946140735068,0.5458302183282023,,不显著
