metric,term,estimate,se_cluster,z_or_t,raw_p,ci_low,ci_high,n_rows,n_subjects,r2
pi_MOT_lite,group[nonathlete_high_hr]:stage[exercise2]:load[3],0.560045452262956,0.6188094265690298,0.9050370408351908,0.36878819946166935,-0.6758023116083712,1.7958932161342833,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_high_hr]:stage[exercise2]:load[4],0.32355199549537844,0.5638034175022644,0.5738737748855149,0.5680337433218924,-0.8024411824793574,1.4495451734701144,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_high_hr]:stage[exercise2]:load[5],0.6740468989148996,0.5444419831366963,1.2380509214802093,0.22015030687413445,-0.41327882452751674,1.7613726223573158,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise1]:load[2],0.8019515660405476,0.7824531429995683,1.0249196047270401,0.3092003841293213,-0.7607152673843594,2.3646183994654546,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise1]:load[3],-0.08083990488510195,0.6313995666852568,-0.12803287989172701,0.8985182545493501,-1.341831914854513,1.180152105084309,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise1]:load[4],0.1735352152153758,0.619231593207415,0.2802428317917707,0.7801811862080062,-1.0631556736531291,1.4102261040838806,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise1]:load[5],0.26599515129178275,0.7189929838058582,0.3699551418204194,0.7126186144223977,-1.1699329925347746,1.7019232951183398,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise2]:load[2],0.8251043246515369,0.7642317237628234,1.0796520204487154,0.28428711968392095,-0.7011718216709638,2.351380470974038,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise2]:load[3],0.6607791910669593,0.7931659043738304,0.8330907662862984,0.40784432368217327,-0.9232825042020442,2.244840886335963,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise2]:load[4],0.39366877443959436,0.7580904076583532,0.5192900087676721,0.6053222910235398,-1.1203423166832505,1.9076798655624392,990,66,0.0433874462849585
pi_MOT_lite,group[nonathlete_low_hr]:stage[exercise2]:load[5],0.43985360532091006,0.6776918451193019,0.6490466256731738,0.5185950420974667,-0.9135904687749701,1.7932976794167903,990,66,0.0433874462849585
