metric,target_count,term,estimate,se_cluster,z_or_t,raw_p,ci_low,ci_high,n_rows,n_subjects,r2,group_stage_joint_raw_p
pi_MOT_lite,4,group[nonathlete_high_hr]:stage[exercise1],-0.41217293849468606,0.37499437531077423,-1.0991443222397679,0.27575961438807123,-1.1610884208616117,0.33674254387223956,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,group[nonathlete_high_hr]:stage[exercise2],-0.024381671484747527,0.3792225833712708,-0.06429382783059918,0.9489335900220711,-0.7817414684538595,0.7329781254843644,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,group[nonathlete_low_hr]:stage[exercise1],0.2352438241158889,0.3870452911851511,0.6077940475533525,0.5454418475418236,-0.5377389991745978,1.0082266474063755,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,group[nonathlete_low_hr]:stage[exercise2],0.26341836597345086,0.4688148448131876,0.5618814525346724,0.5761292317347544,-0.6728695326198804,1.199706264566782,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,5,Intercept,-0.08810743421545524,0.29954909346267355,-0.29413353649969964,0.7695931080811866,-0.6863482841942199,0.5101334157633095,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,group[nonathlete_high_hr],-0.37767240520040324,0.36509672690562817,-1.0344447850884888,0.30476166302697955,-1.1068209187334759,0.3514761083326695,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,group[nonathlete_low_hr],-0.3631293107123876,0.36948432113686813,-0.9828003245038198,0.3293498401493407,-1.1010404550113118,0.37478183358653655,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,stage[exercise1],0.1566352593207275,0.322938236123315,0.4850316308190766,0.6292846096229071,-0.4883169341103928,0.8015874527518478,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,stage[exercise2],0.3523055089247083,0.2660564910284233,1.3241755822716268,0.19008234483675523,-0.17904599508191293,0.8836570129313295,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,group[nonathlete_high_hr]:stage[exercise1],0.5373806237726497,0.4146271422201466,1.2960575154226808,0.19953882503879242,-0.2906869598034477,1.3654482073487473,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,group[nonathlete_high_hr]:stage[exercise2],0.32611323193477676,0.390011383011874,0.8361633689159482,0.40612641186201137,-0.45279328578262984,1.1050197496521834,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,group[nonathlete_low_hr]:stage[exercise1],0.3277037601923018,0.3897770705042268,0.8407466343989266,0.4035721091442705,-0.45073480313367215,1.1061423235182757,198,66,0.04779603061537385,0.7276894543067852
pi_MOT_lite,5,group[nonathlete_low_hr]:stage[exercise2],0.3096031968547732,0.37779129105587306,0.8195085598439186,0.4154911540905767,-0.4448981119732678,1.0641045056828142,198,66,0.04779603061537385,0.7276894543067852
